model,input_file_path,entity_id,gen_model,task,Timestamp,gpu,output_file_path,num_designs,wall_time_task,score,global_score,fixed_chains,designed_chains,CA_model_name,git_hash,seed
ProteinMPNN,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/rfdiffusion_il10_mono_f01745ec-99e9-4ca4-acf5-2efec61b2e3f.pdb,f01745ec-99e9-4ca4-acf5-2efec61b2e3f,RFdiffusion_150it,Sequence Redesign (fixed motif),2024-06-23 05:37:08.153317,T4 GPU,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/MPNN_redesigns_fixed/seqs/rfdiffusion_il10_mono_f01745ec-99e9-4ca4-acf5-2efec61b2e3f.fa,10,17.782688856124878 Seconds,2.8335,2.8335,[],['A'],v_48_020,8907e6671bfbfc92303b5f79c4b5e6ce47cdef57,899
ProteinMPNN,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/rfdiffusion_il10_mono_1b4e00d7-442e-4590-8938-b72374cd28f7.pdb,1b4e00d7-442e-4590-8938-b72374cd28f7,RFdiffusion_150it,Sequence Redesign (fixed motif),2024-06-23 05:37:25.979257,T4 GPU,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/MPNN_redesigns_fixed/seqs/rfdiffusion_il10_mono_1b4e00d7-442e-4590-8938-b72374cd28f7.fa,10,17.67400312423706 Seconds,2.8291,2.8291,[],['A'],v_48_020,8907e6671bfbfc92303b5f79c4b5e6ce47cdef57,903
ProteinMPNN,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/rfdiffusion_il10_mono_a9d715ae-72ff-4d83-bc2f-bc57c95bd0ba.pdb,a9d715ae-72ff-4d83-bc2f-bc57c95bd0ba,RFdiffusion_150it,Sequence Redesign (fixed motif),2024-06-23 05:37:43.686565,T4 GPU,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/MPNN_redesigns_fixed/seqs/rfdiffusion_il10_mono_a9d715ae-72ff-4d83-bc2f-bc57c95bd0ba.fa,10,16.979365348815918 Seconds,2.8128,2.8128,[],['A'],v_48_020,8907e6671bfbfc92303b5f79c4b5e6ce47cdef57,880
ProteinMPNN,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/rfdiffusion_il10_mono_ba592c88-c96f-458a-ba61-8f0aeacbde89.pdb,ba592c88-c96f-458a-ba61-8f0aeacbde89,RFdiffusion_150it,Sequence Redesign (fixed motif),2024-06-23 05:38:00.699606,T4 GPU,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/MPNN_redesigns_fixed/seqs/rfdiffusion_il10_mono_ba592c88-c96f-458a-ba61-8f0aeacbde89.fa,10,17.06928849220276 Seconds,2.9439,2.9439,[],['A'],v_48_020,8907e6671bfbfc92303b5f79c4b5e6ce47cdef57,23
ProteinMPNN,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/rfdiffusion_il10_mono_41d0b9e6-cdcc-493e-ad69-2fd793af552d.pdb,41d0b9e6-cdcc-493e-ad69-2fd793af552d,RFdiffusion_150it,Sequence Redesign (fixed motif),2024-06-23 05:38:17.801589,T4 GPU,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/MPNN_redesigns_fixed/seqs/rfdiffusion_il10_mono_41d0b9e6-cdcc-493e-ad69-2fd793af552d.fa,10,16.871126174926758 Seconds,2.8458,2.8458,[],['A'],v_48_020,8907e6671bfbfc92303b5f79c4b5e6ce47cdef57,368
ProteinMPNN,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/rfdiffusion_il10_mono_6a734856-f802-4357-9975-4ced01b12503.pdb,6a734856-f802-4357-9975-4ced01b12503,RFdiffusion_150it,Sequence Redesign (fixed motif),2024-06-23 05:38:34.711497,T4 GPU,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/MPNN_redesigns_fixed/seqs/rfdiffusion_il10_mono_6a734856-f802-4357-9975-4ced01b12503.fa,10,18.58539056777954 Seconds,2.8033,2.8033,[],['A'],v_48_020,8907e6671bfbfc92303b5f79c4b5e6ce47cdef57,878
ProteinMPNN,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/rfdiffusion_il10_mono_2dbce5f1-47af-46b2-9eff-c89906d6f12b.pdb,2dbce5f1-47af-46b2-9eff-c89906d6f12b,RFdiffusion_150it,Sequence Redesign (fixed motif),2024-06-23 05:38:53.332702,T4 GPU,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/MPNN_redesigns_fixed/seqs/rfdiffusion_il10_mono_2dbce5f1-47af-46b2-9eff-c89906d6f12b.fa,10,16.982812881469727 Seconds,2.8652,2.8652,[],['A'],v_48_020,8907e6671bfbfc92303b5f79c4b5e6ce47cdef57,837
ProteinMPNN,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/rfdiffusion_il10_mono_53f70eee-fa06-4569-96d5-9d8020005010.pdb,53f70eee-fa06-4569-96d5-9d8020005010,RFdiffusion_150it,Sequence Redesign (fixed motif),2024-06-23 05:39:10.368281,T4 GPU,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/MPNN_redesigns_fixed/seqs/rfdiffusion_il10_mono_53f70eee-fa06-4569-96d5-9d8020005010.fa,10,17.3719003200531 Seconds,2.7669,2.7669,[],['A'],v_48_020,8907e6671bfbfc92303b5f79c4b5e6ce47cdef57,203
ProteinMPNN,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/rfdiffusion_il10_mono_56688b53-3e44-46e2-8369-4f1b316180d3.pdb,56688b53-3e44-46e2-8369-4f1b316180d3,RFdiffusion_150it,Sequence Redesign (fixed motif),2024-06-23 05:39:27.774110,T4 GPU,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/MPNN_redesigns_fixed/seqs/rfdiffusion_il10_mono_56688b53-3e44-46e2-8369-4f1b316180d3.fa,10,17.370968341827393 Seconds,2.8341,2.8341,[],['A'],v_48_020,8907e6671bfbfc92303b5f79c4b5e6ce47cdef57,677
ProteinMPNN,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/rfdiffusion_il10_mono_aea99c0b-2a47-444c-9c7b-0c46c4505135.pdb,aea99c0b-2a47-444c-9c7b-0c46c4505135,RFdiffusion_150it,Sequence Redesign (fixed motif),2024-06-23 05:39:45.179871,T4 GPU,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/MPNN_redesigns_fixed/seqs/rfdiffusion_il10_mono_aea99c0b-2a47-444c-9c7b-0c46c4505135.fa,10,18.57749319076538 Seconds,2.7574,2.7574,[],['A'],v_48_020,8907e6671bfbfc92303b5f79c4b5e6ce47cdef57,914
ProteinMPNN,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/rfdiffusion_il10_mono_6d80459b-a2a6-4171-8f48-d92d38409430.pdb,6d80459b-a2a6-4171-8f48-d92d38409430,RFdiffusion_150it,Sequence Redesign (fixed motif),2024-06-23 05:40:03.796211,T4 GPU,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/MPNN_redesigns_fixed/seqs/rfdiffusion_il10_mono_6d80459b-a2a6-4171-8f48-d92d38409430.fa,10,17.67235279083252 Seconds,2.8643,2.8643,[],['A'],v_48_020,8907e6671bfbfc92303b5f79c4b5e6ce47cdef57,590
ProteinMPNN,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/rfdiffusion_il10_mono_2723e489-a2ae-4f5f-96c7-cf0e31a88d53.pdb,2723e489-a2ae-4f5f-96c7-cf0e31a88d53,RFdiffusion_150it,Sequence Redesign (fixed motif),2024-06-23 05:40:21.503381,T4 GPU,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/MPNN_redesigns_fixed/seqs/rfdiffusion_il10_mono_2723e489-a2ae-4f5f-96c7-cf0e31a88d53.fa,10,16.968549489974976 Seconds,2.8231,2.8231,[],['A'],v_48_020,8907e6671bfbfc92303b5f79c4b5e6ce47cdef57,993
ProteinMPNN,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/rfdiffusion_il10_mono_34446805-b8dd-4797-a180-96a0d0000101.pdb,34446805-b8dd-4797-a180-96a0d0000101,RFdiffusion_150it,Sequence Redesign (fixed motif),2024-06-23 05:40:38.516170,T4 GPU,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/MPNN_redesigns_fixed/seqs/rfdiffusion_il10_mono_34446805-b8dd-4797-a180-96a0d0000101.fa,10,17.692358255386353 Seconds,2.8516,2.8516,[],['A'],v_48_020,8907e6671bfbfc92303b5f79c4b5e6ce47cdef57,85
ProteinMPNN,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/rfdiffusion_il10_mono_e2b5d2fc-6954-47b8-9193-968374e47087.pdb,e2b5d2fc-6954-47b8-9193-968374e47087,RFdiffusion_150it,Sequence Redesign (fixed motif),2024-06-23 05:40:56.244106,T4 GPU,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/MPNN_redesigns_fixed/seqs/rfdiffusion_il10_mono_e2b5d2fc-6954-47b8-9193-968374e47087.fa,10,18.48475742340088 Seconds,2.9718,2.9718,[],['A'],v_48_020,8907e6671bfbfc92303b5f79c4b5e6ce47cdef57,694
ProteinMPNN,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/rfdiffusion_il10_mono_5cc1fb31-4604-4e2e-bc69-2aedb0503cdc.pdb,5cc1fb31-4604-4e2e-bc69-2aedb0503cdc,RFdiffusion_150it,Sequence Redesign (fixed motif),2024-06-23 05:41:14.773184,T4 GPU,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/MPNN_redesigns_fixed/seqs/rfdiffusion_il10_mono_5cc1fb31-4604-4e2e-bc69-2aedb0503cdc.fa,10,17.088311910629272 Seconds,2.8429,2.8429,[],['A'],v_48_020,8907e6671bfbfc92303b5f79c4b5e6ce47cdef57,302
ProteinMPNN,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/rfdiffusion_il10_mono_b5c6addf-4a6a-4f59-9c72-ac0ac95c48d3.pdb,b5c6addf-4a6a-4f59-9c72-ac0ac95c48d3,RFdiffusion_150it,Sequence Redesign (fixed motif),2024-06-23 05:41:31.907752,T4 GPU,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/MPNN_redesigns_fixed/seqs/rfdiffusion_il10_mono_b5c6addf-4a6a-4f59-9c72-ac0ac95c48d3.fa,10,17.07105851173401 Seconds,2.9263,2.9263,[],['A'],v_48_020,8907e6671bfbfc92303b5f79c4b5e6ce47cdef57,33
ProteinMPNN,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/rfdiffusion_il10_mono_5869f331-91b0-483a-9bfb-cea2f17ae5b1.pdb,5869f331-91b0-483a-9bfb-cea2f17ae5b1,RFdiffusion_150it,Sequence Redesign (fixed motif),2024-06-23 05:41:49.017952,T4 GPU,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/MPNN_redesigns_fixed/seqs/rfdiffusion_il10_mono_5869f331-91b0-483a-9bfb-cea2f17ae5b1.fa,10,17.0808162689209 Seconds,2.8041,2.8041,[],['A'],v_48_020,8907e6671bfbfc92303b5f79c4b5e6ce47cdef57,232
ProteinMPNN,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/rfdiffusion_il10_mono_253f0b22-0414-4e6e-b0e2-f5d941f729dd.pdb,253f0b22-0414-4e6e-b0e2-f5d941f729dd,RFdiffusion_150it,Sequence Redesign (fixed motif),2024-06-23 05:42:06.133337,T4 GPU,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/MPNN_redesigns_fixed/seqs/rfdiffusion_il10_mono_253f0b22-0414-4e6e-b0e2-f5d941f729dd.fa,10,17.67918825149536 Seconds,2.8462,2.8462,[],['A'],v_48_020,8907e6671bfbfc92303b5f79c4b5e6ce47cdef57,483
ProteinMPNN,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/rfdiffusion_il10_mono_cb3db281-033e-40c9-9583-619eb5c9c6a5.pdb,cb3db281-033e-40c9-9583-619eb5c9c6a5,RFdiffusion_150it,Sequence Redesign (fixed motif),2024-06-23 05:42:23.854183,T4 GPU,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/MPNN_redesigns_fixed/seqs/rfdiffusion_il10_mono_cb3db281-033e-40c9-9583-619eb5c9c6a5.fa,10,17.982174158096313 Seconds,2.9109,2.9109,[],['A'],v_48_020,8907e6671bfbfc92303b5f79c4b5e6ce47cdef57,147
ProteinMPNN,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/rfdiffusion_il10_mono_f95a98e9-d626-4ca4-aea1-02a0a70c02c9.pdb,f95a98e9-d626-4ca4-aea1-02a0a70c02c9,RFdiffusion_150it,Sequence Redesign (fixed motif),2024-06-23 05:42:41.870349,T4 GPU,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/MPNN_redesigns_fixed/seqs/rfdiffusion_il10_mono_f95a98e9-d626-4ca4-aea1-02a0a70c02c9.fa,10,17.276211500167847 Seconds,2.8377,2.8377,[],['A'],v_48_020,8907e6671bfbfc92303b5f79c4b5e6ce47cdef57,669
ProteinMPNN,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/rfdiffusion_il10_mono_3f741183-c3a3-483f-a5a7-aa08840832f8.pdb,3f741183-c3a3-483f-a5a7-aa08840832f8,RFdiffusion_150it,Sequence Redesign (fixed motif),2024-06-23 05:42:59.179023,T4 GPU,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/MPNN_redesigns_fixed/seqs/rfdiffusion_il10_mono_3f741183-c3a3-483f-a5a7-aa08840832f8.fa,10,16.869291067123413 Seconds,2.7698,2.7698,[],['A'],v_48_020,8907e6671bfbfc92303b5f79c4b5e6ce47cdef57,272
ProteinMPNN,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/rfdiffusion_il10_mono_b6d9e070-e31b-4425-b8c3-a7bf91e12905.pdb,b6d9e070-e31b-4425-b8c3-a7bf91e12905,RFdiffusion_150it,Sequence Redesign (fixed motif),2024-06-23 05:43:16.080693,T4 GPU,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/MPNN_redesigns_fixed/seqs/rfdiffusion_il10_mono_b6d9e070-e31b-4425-b8c3-a7bf91e12905.fa,10,16.77169108390808 Seconds,2.8758,2.8758,[],['A'],v_48_020,8907e6671bfbfc92303b5f79c4b5e6ce47cdef57,705
ProteinMPNN,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/rfdiffusion_il10_mono_cdc7e48a-96a4-469a-a764-768aaf4bc01f.pdb,cdc7e48a-96a4-469a-a764-768aaf4bc01f,RFdiffusion_150it,Sequence Redesign (fixed motif),2024-06-23 05:43:32.885173,T4 GPU,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/MPNN_redesigns_fixed/seqs/rfdiffusion_il10_mono_cdc7e48a-96a4-469a-a764-768aaf4bc01f.fa,10,17.677506685256958 Seconds,2.8152,2.8152,[],['A'],v_48_020,8907e6671bfbfc92303b5f79c4b5e6ce47cdef57,50
ProteinMPNN,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/rfdiffusion_il10_mono_9fe772d0-e030-4ea7-9fb3-264a9911fbe0.pdb,9fe772d0-e030-4ea7-9fb3-264a9911fbe0,RFdiffusion_150it,Sequence Redesign (fixed motif),2024-06-23 05:43:50.619835,T4 GPU,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/MPNN_redesigns_fixed/seqs/rfdiffusion_il10_mono_9fe772d0-e030-4ea7-9fb3-264a9911fbe0.fa,10,16.67531132698059 Seconds,2.8251,2.8251,[],['A'],v_48_020,8907e6671bfbfc92303b5f79c4b5e6ce47cdef57,981
ProteinMPNN,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/rfdiffusion_il10_mono_97e3220a-c54f-4566-b3b4-5b93fd5acb3a.pdb,97e3220a-c54f-4566-b3b4-5b93fd5acb3a,RFdiffusion_150it,Sequence Redesign (fixed motif),2024-06-23 05:44:07.332878,T4 GPU,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/MPNN_redesigns_fixed/seqs/rfdiffusion_il10_mono_97e3220a-c54f-4566-b3b4-5b93fd5acb3a.fa,10,16.78201174736023 Seconds,2.9203,2.9203,[],['A'],v_48_020,8907e6671bfbfc92303b5f79c4b5e6ce47cdef57,388
ProteinMPNN,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/rfdiffusion_il10_mono_3c1a9f4a-26ec-481e-8f81-b3226f8f5eff.pdb,3c1a9f4a-26ec-481e-8f81-b3226f8f5eff,RFdiffusion_150it,Sequence Redesign (fixed motif),2024-06-23 05:44:24.146675,T4 GPU,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/MPNN_redesigns_fixed/seqs/rfdiffusion_il10_mono_3c1a9f4a-26ec-481e-8f81-b3226f8f5eff.fa,10,16.5721116065979 Seconds,2.9218,2.9218,[],['A'],v_48_020,8907e6671bfbfc92303b5f79c4b5e6ce47cdef57,163
ProteinMPNN,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/rfdiffusion_il10_mono_fe8ed84f-24bd-4531-ac7e-2d9afbb24445.pdb,fe8ed84f-24bd-4531-ac7e-2d9afbb24445,RFdiffusion_150it,Sequence Redesign (fixed motif),2024-06-23 05:44:40.754512,T4 GPU,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/MPNN_redesigns_fixed/seqs/rfdiffusion_il10_mono_fe8ed84f-24bd-4531-ac7e-2d9afbb24445.fa,10,17.167349815368652 Seconds,2.8477,2.8477,[],['A'],v_48_020,8907e6671bfbfc92303b5f79c4b5e6ce47cdef57,437
ProteinMPNN,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/rfdiffusion_il10_mono_e1aedc02-628a-4e43-90f2-fb1e6c9dc9a2.pdb,e1aedc02-628a-4e43-90f2-fb1e6c9dc9a2,RFdiffusion_150it,Sequence Redesign (fixed motif),2024-06-23 05:44:57.980079,T4 GPU,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/MPNN_redesigns_fixed/seqs/rfdiffusion_il10_mono_e1aedc02-628a-4e43-90f2-fb1e6c9dc9a2.fa,10,17.88007688522339 Seconds,2.9472,2.9472,[],['A'],v_48_020,8907e6671bfbfc92303b5f79c4b5e6ce47cdef57,577
ProteinMPNN,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/rfdiffusion_il10_mono_da7e92c7-01b3-4f1f-8d0a-b4840c8ef375.pdb,da7e92c7-01b3-4f1f-8d0a-b4840c8ef375,RFdiffusion_150it,Sequence Redesign (fixed motif),2024-06-23 05:45:15.895118,T4 GPU,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/MPNN_redesigns_fixed/seqs/rfdiffusion_il10_mono_da7e92c7-01b3-4f1f-8d0a-b4840c8ef375.fa,10,16.969321250915527 Seconds,2.9088,2.9088,[],['A'],v_48_020,8907e6671bfbfc92303b5f79c4b5e6ce47cdef57,262
ProteinMPNN,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/rfdiffusion_il10_mono_68420f6c-8db0-4cd9-9f5a-819017b3b66d.pdb,68420f6c-8db0-4cd9-9f5a-819017b3b66d,RFdiffusion_150it,Sequence Redesign (fixed motif),2024-06-23 05:45:32.899374,T4 GPU,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/MPNN_redesigns_fixed/seqs/rfdiffusion_il10_mono_68420f6c-8db0-4cd9-9f5a-819017b3b66d.fa,10,17.270822286605835 Seconds,2.8487,2.8487,[],['A'],v_48_020,8907e6671bfbfc92303b5f79c4b5e6ce47cdef57,352
