model,input_file_path,entity_id,gen_model,task,Timestamp,gpu,output_file_path,num_designs,wall_time_task,score,global_score,fixed_chains,designed_chains,CA_model_name,git_hash,seed
ProteinMPNN,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/rfdiffusion_il10_mono_a9d715ae-72ff-4d83-bc2f-bc57c95bd0ba.pdb,a9d715ae-72ff-4d83-bc2f-bc57c95bd0ba,RFdiffusion_150it,Sequence Redesign,2024-05-16 00:57:11.262860,T4 GPU,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/MPNN_redesigns/seqs/rfdiffusion_il10_mono_a9d715ae-72ff-4d83-bc2f-bc57c95bd0ba.fa,10,20.894227266311646 Seconds,2.8633,2.8633,[],['A'],v_48_020,8907e6671bfbfc92303b5f79c4b5e6ce47cdef57,189
ProteinMPNN,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/rfdiffusion_il10_mono_ba592c88-c96f-458a-ba61-8f0aeacbde89.pdb,ba592c88-c96f-458a-ba61-8f0aeacbde89,RFdiffusion_150it,Sequence Redesign,2024-05-16 00:57:32.186619,T4 GPU,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/MPNN_redesigns/seqs/rfdiffusion_il10_mono_ba592c88-c96f-458a-ba61-8f0aeacbde89.fa,10,19.587952613830566 Seconds,2.9031,2.9031,[],['A'],v_48_020,8907e6671bfbfc92303b5f79c4b5e6ce47cdef57,97
ProteinMPNN,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/rfdiffusion_il10_mono_41d0b9e6-cdcc-493e-ad69-2fd793af552d.pdb,41d0b9e6-cdcc-493e-ad69-2fd793af552d,RFdiffusion_150it,Sequence Redesign,2024-05-16 00:57:51.805219,T4 GPU,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/MPNN_redesigns/seqs/rfdiffusion_il10_mono_41d0b9e6-cdcc-493e-ad69-2fd793af552d.fa,10,20.694992542266846 Seconds,2.8311,2.8311,[],['A'],v_48_020,8907e6671bfbfc92303b5f79c4b5e6ce47cdef57,801
ProteinMPNN,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/rfdiffusion_il10_mono_6a734856-f802-4357-9975-4ced01b12503.pdb,6a734856-f802-4357-9975-4ced01b12503,RFdiffusion_150it,Sequence Redesign,2024-05-16 00:58:12.537458,T4 GPU,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/MPNN_redesigns/seqs/rfdiffusion_il10_mono_6a734856-f802-4357-9975-4ced01b12503.fa,10,19.903477430343628 Seconds,2.8203,2.8203,[],['A'],v_48_020,8907e6671bfbfc92303b5f79c4b5e6ce47cdef57,441
ProteinMPNN,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/rfdiffusion_il10_mono_2dbce5f1-47af-46b2-9eff-c89906d6f12b.pdb,2dbce5f1-47af-46b2-9eff-c89906d6f12b,RFdiffusion_150it,Sequence Redesign,2024-05-16 00:58:32.495478,T4 GPU,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/MPNN_redesigns/seqs/rfdiffusion_il10_mono_2dbce5f1-47af-46b2-9eff-c89906d6f12b.fa,10,19.89475154876709 Seconds,2.8925,2.8925,[],['A'],v_48_020,8907e6671bfbfc92303b5f79c4b5e6ce47cdef57,743
ProteinMPNN,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/rfdiffusion_il10_mono_53f70eee-fa06-4569-96d5-9d8020005010.pdb,53f70eee-fa06-4569-96d5-9d8020005010,RFdiffusion_150it,Sequence Redesign,2024-05-16 00:58:52.419839,T4 GPU,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/MPNN_redesigns/seqs/rfdiffusion_il10_mono_53f70eee-fa06-4569-96d5-9d8020005010.fa,10,21.796709060668945 Seconds,2.788,2.788,[],['A'],v_48_020,8907e6671bfbfc92303b5f79c4b5e6ce47cdef57,559
ProteinMPNN,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/rfdiffusion_il10_mono_56688b53-3e44-46e2-8369-4f1b316180d3.pdb,56688b53-3e44-46e2-8369-4f1b316180d3,RFdiffusion_150it,Sequence Redesign,2024-05-16 00:59:14.251923,T4 GPU,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/MPNN_redesigns/seqs/rfdiffusion_il10_mono_56688b53-3e44-46e2-8369-4f1b316180d3.fa,10,19.390876293182373 Seconds,2.8857,2.8857,[],['A'],v_48_020,8907e6671bfbfc92303b5f79c4b5e6ce47cdef57,807
ProteinMPNN,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/rfdiffusion_il10_mono_aea99c0b-2a47-444c-9c7b-0c46c4505135.pdb,aea99c0b-2a47-444c-9c7b-0c46c4505135,RFdiffusion_150it,Sequence Redesign,2024-05-16 00:59:33.669768,T4 GPU,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/MPNN_redesigns/seqs/rfdiffusion_il10_mono_aea99c0b-2a47-444c-9c7b-0c46c4505135.fa,10,21.190731287002563 Seconds,2.7738,2.7738,[],['A'],v_48_020,8907e6671bfbfc92303b5f79c4b5e6ce47cdef57,664
ProteinMPNN,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/rfdiffusion_il10_mono_6d80459b-a2a6-4171-8f48-d92d38409430.pdb,6d80459b-a2a6-4171-8f48-d92d38409430,RFdiffusion_150it,Sequence Redesign,2024-05-16 00:59:54.889843,T4 GPU,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/MPNN_redesigns/seqs/rfdiffusion_il10_mono_6d80459b-a2a6-4171-8f48-d92d38409430.fa,10,19.487150192260742 Seconds,2.8681,2.8681,[],['A'],v_48_020,8907e6671bfbfc92303b5f79c4b5e6ce47cdef57,845
ProteinMPNN,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/rfdiffusion_il10_mono_2723e489-a2ae-4f5f-96c7-cf0e31a88d53.pdb,2723e489-a2ae-4f5f-96c7-cf0e31a88d53,RFdiffusion_150it,Sequence Redesign,2024-05-16 01:00:14.404334,T4 GPU,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/MPNN_redesigns/seqs/rfdiffusion_il10_mono_2723e489-a2ae-4f5f-96c7-cf0e31a88d53.fa,10,19.992971897125244 Seconds,2.8301,2.8301,[],['A'],v_48_020,8907e6671bfbfc92303b5f79c4b5e6ce47cdef57,658
ProteinMPNN,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/rfdiffusion_il10_mono_34446805-b8dd-4797-a180-96a0d0000101.pdb,34446805-b8dd-4797-a180-96a0d0000101,RFdiffusion_150it,Sequence Redesign,2024-05-16 01:00:34.436951,T4 GPU,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/MPNN_redesigns/seqs/rfdiffusion_il10_mono_34446805-b8dd-4797-a180-96a0d0000101.fa,10,20.696940183639526 Seconds,2.8583,2.8583,[],['A'],v_48_020,8907e6671bfbfc92303b5f79c4b5e6ce47cdef57,360
ProteinMPNN,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/rfdiffusion_il10_mono_e2b5d2fc-6954-47b8-9193-968374e47087.pdb,e2b5d2fc-6954-47b8-9193-968374e47087,RFdiffusion_150it,Sequence Redesign,2024-05-16 01:00:55.165737,T4 GPU,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/MPNN_redesigns/seqs/rfdiffusion_il10_mono_e2b5d2fc-6954-47b8-9193-968374e47087.fa,10,19.490020275115967 Seconds,2.9414,2.9414,[],['A'],v_48_020,8907e6671bfbfc92303b5f79c4b5e6ce47cdef57,612
ProteinMPNN,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/rfdiffusion_il10_mono_5cc1fb31-4604-4e2e-bc69-2aedb0503cdc.pdb,5cc1fb31-4604-4e2e-bc69-2aedb0503cdc,RFdiffusion_150it,Sequence Redesign,2024-05-16 01:01:14.686126,T4 GPU,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/MPNN_redesigns/seqs/rfdiffusion_il10_mono_5cc1fb31-4604-4e2e-bc69-2aedb0503cdc.fa,10,21.206955432891846 Seconds,2.815,2.815,[],['A'],v_48_020,8907e6671bfbfc92303b5f79c4b5e6ce47cdef57,631
ProteinMPNN,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/rfdiffusion_il10_mono_b5c6addf-4a6a-4f59-9c72-ac0ac95c48d3.pdb,b5c6addf-4a6a-4f59-9c72-ac0ac95c48d3,RFdiffusion_150it,Sequence Redesign,2024-05-16 01:01:35.921295,T4 GPU,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/MPNN_redesigns/seqs/rfdiffusion_il10_mono_b5c6addf-4a6a-4f59-9c72-ac0ac95c48d3.fa,10,20.390358924865723 Seconds,2.8531,2.8531,[],['A'],v_48_020,8907e6671bfbfc92303b5f79c4b5e6ce47cdef57,518
ProteinMPNN,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/rfdiffusion_il10_mono_5869f331-91b0-483a-9bfb-cea2f17ae5b1.pdb,5869f331-91b0-483a-9bfb-cea2f17ae5b1,RFdiffusion_150it,Sequence Redesign,2024-05-16 01:01:56.341985,T4 GPU,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/MPNN_redesigns/seqs/rfdiffusion_il10_mono_5869f331-91b0-483a-9bfb-cea2f17ae5b1.fa,10,21.591182470321655 Seconds,2.8022,2.8022,[],['A'],v_48_020,8907e6671bfbfc92303b5f79c4b5e6ce47cdef57,386
ProteinMPNN,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/rfdiffusion_il10_mono_253f0b22-0414-4e6e-b0e2-f5d941f729dd.pdb,253f0b22-0414-4e6e-b0e2-f5d941f729dd,RFdiffusion_150it,Sequence Redesign,2024-05-16 01:02:17.969765,T4 GPU,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/MPNN_redesigns/seqs/rfdiffusion_il10_mono_253f0b22-0414-4e6e-b0e2-f5d941f729dd.fa,10,21.802000761032104 Seconds,2.8167,2.8167,[],['A'],v_48_020,8907e6671bfbfc92303b5f79c4b5e6ce47cdef57,500
ProteinMPNN,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/rfdiffusion_il10_mono_cb3db281-033e-40c9-9583-619eb5c9c6a5.pdb,cb3db281-033e-40c9-9583-619eb5c9c6a5,RFdiffusion_150it,Sequence Redesign,2024-05-16 01:02:39.800075,T4 GPU,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/MPNN_redesigns/seqs/rfdiffusion_il10_mono_cb3db281-033e-40c9-9583-619eb5c9c6a5.fa,10,20.189956665039062 Seconds,2.8902,2.8902,[],['A'],v_48_020,8907e6671bfbfc92303b5f79c4b5e6ce47cdef57,915
ProteinMPNN,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/rfdiffusion_il10_mono_f95a98e9-d626-4ca4-aea1-02a0a70c02c9.pdb,f95a98e9-d626-4ca4-aea1-02a0a70c02c9,RFdiffusion_150it,Sequence Redesign,2024-05-16 01:03:00.034123,T4 GPU,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/MPNN_redesigns/seqs/rfdiffusion_il10_mono_f95a98e9-d626-4ca4-aea1-02a0a70c02c9.fa,10,21.098480701446533 Seconds,2.8305,2.8305,[],['A'],v_48_020,8907e6671bfbfc92303b5f79c4b5e6ce47cdef57,219
ProteinMPNN,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/rfdiffusion_il10_mono_3f741183-c3a3-483f-a5a7-aa08840832f8.pdb,3f741183-c3a3-483f-a5a7-aa08840832f8,RFdiffusion_150it,Sequence Redesign,2024-05-16 01:03:21.163586,T4 GPU,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/MPNN_redesigns/seqs/rfdiffusion_il10_mono_3f741183-c3a3-483f-a5a7-aa08840832f8.fa,10,19.39211869239807 Seconds,2.7929,2.7929,[],['A'],v_48_020,8907e6671bfbfc92303b5f79c4b5e6ce47cdef57,346
ProteinMPNN,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/rfdiffusion_il10_mono_b6d9e070-e31b-4425-b8c3-a7bf91e12905.pdb,b6d9e070-e31b-4425-b8c3-a7bf91e12905,RFdiffusion_150it,Sequence Redesign,2024-05-16 01:03:40.583170,T4 GPU,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/MPNN_redesigns/seqs/rfdiffusion_il10_mono_b6d9e070-e31b-4425-b8c3-a7bf91e12905.fa,10,21.09690499305725 Seconds,2.8883,2.8883,[],['A'],v_48_020,8907e6671bfbfc92303b5f79c4b5e6ce47cdef57,520
ProteinMPNN,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/rfdiffusion_il10_mono_cdc7e48a-96a4-469a-a764-768aaf4bc01f.pdb,cdc7e48a-96a4-469a-a764-768aaf4bc01f,RFdiffusion_150it,Sequence Redesign,2024-05-16 01:04:01.717390,T4 GPU,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/MPNN_redesigns/seqs/rfdiffusion_il10_mono_cdc7e48a-96a4-469a-a764-768aaf4bc01f.fa,10,20.699746131896973 Seconds,2.8432,2.8432,[],['A'],v_48_020,8907e6671bfbfc92303b5f79c4b5e6ce47cdef57,712
ProteinMPNN,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/rfdiffusion_il10_mono_9fe772d0-e030-4ea7-9fb3-264a9911fbe0.pdb,9fe772d0-e030-4ea7-9fb3-264a9911fbe0,RFdiffusion_150it,Sequence Redesign,2024-05-16 01:04:22.448405,T4 GPU,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/MPNN_redesigns/seqs/rfdiffusion_il10_mono_9fe772d0-e030-4ea7-9fb3-264a9911fbe0.fa,10,20.99882173538208 Seconds,2.8305,2.8305,[],['A'],v_48_020,8907e6671bfbfc92303b5f79c4b5e6ce47cdef57,750
ProteinMPNN,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/rfdiffusion_il10_mono_97e3220a-c54f-4566-b3b4-5b93fd5acb3a.pdb,97e3220a-c54f-4566-b3b4-5b93fd5acb3a,RFdiffusion_150it,Sequence Redesign,2024-05-16 01:04:43.490211,T4 GPU,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/MPNN_redesigns/seqs/rfdiffusion_il10_mono_97e3220a-c54f-4566-b3b4-5b93fd5acb3a.fa,10,20.792447566986084 Seconds,2.9325,2.9325,[],['A'],v_48_020,8907e6671bfbfc92303b5f79c4b5e6ce47cdef57,481
ProteinMPNN,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/rfdiffusion_il10_mono_3c1a9f4a-26ec-481e-8f81-b3226f8f5eff.pdb,3c1a9f4a-26ec-481e-8f81-b3226f8f5eff,RFdiffusion_150it,Sequence Redesign,2024-05-16 01:05:04.316292,T4 GPU,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/MPNN_redesigns/seqs/rfdiffusion_il10_mono_3c1a9f4a-26ec-481e-8f81-b3226f8f5eff.fa,10,20.197182416915894 Seconds,2.8967,2.8967,[],['A'],v_48_020,8907e6671bfbfc92303b5f79c4b5e6ce47cdef57,996
ProteinMPNN,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/rfdiffusion_il10_mono_fe8ed84f-24bd-4531-ac7e-2d9afbb24445.pdb,fe8ed84f-24bd-4531-ac7e-2d9afbb24445,RFdiffusion_150it,Sequence Redesign,2024-05-16 01:05:24.559261,T4 GPU,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/MPNN_redesigns/seqs/rfdiffusion_il10_mono_fe8ed84f-24bd-4531-ac7e-2d9afbb24445.fa,10,21.00451421737671 Seconds,2.8823,2.8823,[],['A'],v_48_020,8907e6671bfbfc92303b5f79c4b5e6ce47cdef57,728
ProteinMPNN,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/rfdiffusion_il10_mono_e1aedc02-628a-4e43-90f2-fb1e6c9dc9a2.pdb,e1aedc02-628a-4e43-90f2-fb1e6c9dc9a2,RFdiffusion_150it,Sequence Redesign,2024-05-16 01:05:45.592926,T4 GPU,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/MPNN_redesigns/seqs/rfdiffusion_il10_mono_e1aedc02-628a-4e43-90f2-fb1e6c9dc9a2.fa,10,21.90213942527771 Seconds,2.9505,2.9505,[],['A'],v_48_020,8907e6671bfbfc92303b5f79c4b5e6ce47cdef57,407
ProteinMPNN,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/rfdiffusion_il10_mono_da7e92c7-01b3-4f1f-8d0a-b4840c8ef375.pdb,da7e92c7-01b3-4f1f-8d0a-b4840c8ef375,RFdiffusion_150it,Sequence Redesign,2024-05-16 01:06:07.523253,T4 GPU,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/MPNN_redesigns/seqs/rfdiffusion_il10_mono_da7e92c7-01b3-4f1f-8d0a-b4840c8ef375.fa,10,21.10334277153015 Seconds,2.935,2.935,[],['A'],v_48_020,8907e6671bfbfc92303b5f79c4b5e6ce47cdef57,140
ProteinMPNN,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/rfdiffusion_il10_mono_68420f6c-8db0-4cd9-9f5a-819017b3b66d.pdb,68420f6c-8db0-4cd9-9f5a-819017b3b66d,RFdiffusion_150it,Sequence Redesign,2024-05-16 01:06:28.653566,T4 GPU,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/MPNN_redesigns/seqs/rfdiffusion_il10_mono_68420f6c-8db0-4cd9-9f5a-819017b3b66d.fa,10,20.28600239753723 Seconds,2.8239,2.8239,[],['A'],v_48_020,8907e6671bfbfc92303b5f79c4b5e6ce47cdef57,727
ProteinMPNN,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/rfdiffusion_il10_mono_6a3ed0d1-7d71-4037-b6e9-51576af99d76.pdb,6a3ed0d1-7d71-4037-b6e9-51576af99d76,RFdiffusion_150it,Sequence Redesign,2024-05-16 01:06:48.968532,T4 GPU,/content/drive/MyDrive/Generative_Models/IL10_scaffolding/rfdiffusion_il10/MPNN_redesigns/seqs/rfdiffusion_il10_mono_6a3ed0d1-7d71-4037-b6e9-51576af99d76.fa,10,20.995054960250854 Seconds,2.9043,2.9043,[],['A'],v_48_020,8907e6671bfbfc92303b5f79c4b5e6ce47cdef57,346
